actual,predict1,predict2,predict3,predict4,predict5,predict6
0.0,20.792572345967663,2.264052345967664,2.264052345967664,2.264052345967664,2.264052345967664,9.764052345967665
0.0,19.428677208367223,0.9001572083672233,0.9001572083672233,0.9001572083672233,0.9001572083672233,8.400157208367224
0.0,20.00725798410574,2.9400189841057394,2.9400189841057394,1.4787379841057393,1.4787379841057393,8.97873798410574
0.0,21.26941319920146,4.202174199201458,4.202174199201458,2.740893199201458,2.740893199201458,10.240893199201459
0.0,20.89607799014997,3.8288389901499675,3.8288389901499675,2.3675579901499675,2.3675579901499675,9.867557990149967
0.0,18.05124212012359,0.984003120123589,0.984003120123589,-0.477277879876411,-0.477277879876411,7.022722120123589
0.0,19.97860841752559,2.9113694175255893,2.9113694175255893,1.4500884175255893,1.4500884175255893,8.95008841752559
0.0,18.877162791702304,1.809923791702302,1.809923791702302,0.3486427917023021,0.3486427917023021,7.848642791702302
0.0,18.925301148206444,1.858062148206442,1.858062148206442,0.39678114820644217,0.39678114820644217,7.8967811482064425
0.0,19.439118501938374,2.3718795019383725,2.3718795019383725,0.9105985019383723,0.9105985019383723,8.410598501938372
0.0,19.17256357116088,2.105324571160878,2.105324571160878,0.644043571160878,0.644043571160878,8.144043571160879
0.0,21.069533506962973,3.415554506962975,3.415554506962975,1.954273506962975,1.954273506962975,9.454273506962975
0.0,20.376297725146994,2.7223187251469936,2.7223187251469936,1.2610377251469935,1.2610377251469935,8.761037725146993
0.0,19.73693501649283,2.0829560164928287,2.0829560164928287,0.6216750164928284,0.6216750164928284,8.121675016492828
0.0,20.059123232745424,2.4051442327454255,2.4051442327454255,0.9438632327454257,0.9438632327454257,8.443863232745425
0.0,19.948934327374268,2.294955327374267,2.294955327374267,0.8336743273742668,0.8336743273742668,8.333674327374267
0.0,21.109339073157606,3.455360073157606,3.455360073157606,1.9940790731576061,1.9940790731576061,9.494079073157605
0.0,19.4101017362342,1.7561227362341991,1.7561227362341991,0.2948417362341991,0.2948417362341991,7.794841736234199
0.0,19.9283277016509,2.2743487016509016,2.2743487016509016,0.8130677016509014,0.8130677016509014,8.313067701650901
0.0,18.761164260698273,1.1071852606982753,1.1071852606982753,-0.3540957393017248,-0.3540957393017248,7.145904260698275
0.0,17.06227018416592,-0.5917088158340786,-0.5917088158340786,-2.0529898158340787,-2.0529898158340787,5.447010184165921
0.0,20.26887859544036,2.6148995954403604,2.6148995954403604,1.1536185954403606,1.1536185954403606,8.65361859544036
0.0,20.479696198859504,2.825717198859506,2.825717198859506,1.3644361988595057,1.3644361988595057,8.864436198859506
0.0,18.873094979593557,1.2191159795935582,1.2191159795935582,-0.24216502040644194,-0.24216502040644194,7.257834979593558
0.0,21.885014623987608,4.231035623987608,4.231035623987608,2.7697546239876076,2.7697546239876076,10.269754623987607
0.0,18.160894325401234,0.5069153254012353,0.5069153254012353,-0.9543656745987648,-0.9543656745987648,6.5456343254012355
0.0,19.661018517301446,2.007039517301446,2.007039517301446,0.5457585173014461,0.5457585173014461,8.045758517301445
0.0,19.428076149974167,1.7740971499741665,1.7740971499741665,0.3128161499741664,0.3128161499741664,7.812816149974166
